Institution,sfr,infrastructure,out turn,Score
SHREE SHREE MAHASANT BAIJU BABA SIKSHAN SANSTHAN CHANDAULI (Id: C-63803),12.8125,,298,
SHREE SHYAMJI KRISHNA VERMA B.ED. COLLEGE-RAJKOT (Id: C-813),29.14285714,,97,
"Shree Shyam TT College, Alwar (Id: C-38555)",4.705882353,,93,
"Shree Siddeshwar Govt., I Grade College,Nargund. (Id: C-35696)",35.42857143,,247,
Shree Siddheshwar Womens College of Engineering Solapur (Id: C-61653),5.375,,0,
"Shree Sitaram Gupta Sanskrit Mahavidyalaya, Adalaj (Id: C-1134)",57.5,,3,
SHREE S.K. AMBIKA COLLEGE MALSISAR (Id: C-51592),12,,28,
SHREE S S MEHTA ARTS & M M PATEL COMMERCE COLLEGE (Id: C-6646),29.71428571,,1134,
Shree Swaminarayan Anikaben Ashwinbhai Kotadiya College Of BBA (Id: C-59691),11,,0,
SHREE SWAMINARAYAN ARTS COLLEGE (Id: C-47821),9,,2,
SHREE SWAMINARAYAN B ED COLLEGE (Id: C-50348),17,,94,
SHREE SWAMINARAYAN B.ED.COLLEGE (Id: C-55751),40.71428571,,100,
"SHREE SWAMINARAYAN BED COLLEGE, BOTAD (Id: C-49713)",12,,0,
shree swaminarayan bsc college (Id: C-62131),8.526315789,,0,
Shree Swaminarayan College of Commerce and Management (Id: C-7197),5.692307692,,152,
Shree Swaminarayan College of Computer Science (Id: C-7182),9.230769231,,181,
SHREE SWAMINARAYAN COLLEGE OF NURSING (Id: C-58714),18.44444444,,0,
SHREE SWAMINARAYAN COMMERCE COLLEGE (Id: C-47822),10.18181818,,5,
Shree Swaminarayan Gurukul College of Education (Id: C-26186),8.454545455,,35,
SHREE SWAMINARAYAN HOMOEOPATHY COLLEGE (Id: C-58748),10.84,,0,
Shree Swaminarayan Institute of Management & I.T.Porbandar.(SFI) 810  (Id: C-69),6.75,,52,
SHREE SWAMINARAYAN INSTITUTE OF TECHNOLOGY (Id: C-50209),0,,198,
Shree Swaminarayan Institute of Technology(SFI)-Gandhinagar 533 (Id: C-228),41.5,,31,
SHREE SWAMINARAYAN MAHAVIDHYALAYA B COM MAHILA COLLEGE (Id: C-47928),134.1428571,,18,
"SHREE SWAMINARAYAN MAHAVIDHYALAY COLLEGE, BHAVNAGAR (Id: C-49711)",17.16666667,,14,
Shree Swaminarayan Naimisharanya College of Computer Science (Id: C-7195),3.318181818,,0,
Shree Swaminarayan Naimisharanya College of Management and I.T. (Id: C-7201),1.75,,0,
"SHREE SWAMINARAYAN NAIMISHARANYA COLLEGE OF SCIENCE, BHAVNAGAR (Id: C-49709)",8.538461538,,277,
Shree Swaminarayan Nursing College (B.Sc.) (Id: C-58677),11,,41,
SHREE SWAMINARAYAN PHYSIOTHERAPY COLLEGE (Id: C-52590),4.875,,28,
SHREE SWAMINARAYAN POLYTECHNIC (Id: C-50210),37.8,,161,
Shree Swaminarayan RP Badiyani And SR Bandiyani Institute Of Nursing (Id: C-58688),7.692307692,,136,
"Shree Swaminarayan Sanskrit Mahavidyalaya, Dabhan (Id: C-1124)",1.888888889,,4,
"Shree Swaminarayan Sanskrit Mahavidyalaya, Jetalpur (Id: C-1108)",24.55555556,,5,
SHREE SWAMINARAYAN SCIENCE COLLEGE (Id: C-61456),4.333333333,,0,
"SHREE SWAMINARAYAN SCIENCE COLLEGE,VIJAPUR (Id: C-53474)",19.16666667,,87,
Shree Swami Sahajanand College of Commerce and Management (Id: C-7132),35,,310,
SHREE SWAMI VIVEKAKNDA ARTS AND COMMERCE COLLEGE VIJAYAPUR (Id: C-58271),10,,0,
"SHREE SWAMI VIVEKANAND COLLEGE, SURENDRANAGAR (Id: C-965)",101.7142857,,1538,
" Shree Tagore College, Kuchaman City (Id: C-13192)",35.4,,598,
Shree Tagore Integrated College (Id: C-60945),25,,131,
"Shree Teekmani Ved Vedang Sanskrit Mahavidyalaya, Rajasthan (Id: C-53434)",9.941176471,,51,
SHREE TIRUPATI BALAJI ARTS  COMMERCE COLLEGE PANTHAWADA (Id: C-53590),42.57142857,,116,
SHREE Trikamjibhai CHATWANI ARTS & J V GOKAL Trust COMMERCE COLLEGE - Radhanpur (Id: C-6853),10.5625,,536,
Shree T.R.Tanti M.Sc(IT and CA) Mahila College (Id: C-58739),12,,13,
SHREE UKABHAI DODIYA BRS COLLEGE SIMAR (Id: C-61638),51.03571429,,0,
SHREE UKABHAI DODIYA COMMERCE COLLEGE (Id: C-56351),1.866666667,,0,
Shree Uma degree & P.G College (Id: C-26191),14,,70,
Shree Umakant Shikshan Prashikshan Sansthan Evam Mahavidyalaya Champa Nagar Chakia Azamgarh (Id: C-61553),10.125,,0,
"SHREE UMA MAHESHWAR MAHAVIDYALAYA,FURSATGANJ (Id: C-48960)",180.2307692,,462,
SHREE UMIYA KVC NURSING COLLEGE (Id: C-62311),6.666666667,,0,
shree un vibhag kelvani mandal sanchalit science college Un (Id: C-52640),11.16666667,,9,
"SHREE VANI VINAYAK ARTS AND COMMERCE COLLEGE, KACHCHH (Id: C-47325)",14.07142857,,155,
SHREE VASHISTA B.Ed. COLLEGE (Id: C-59598),11,,98,
"SHREE VASHISTA COLLEGE OF EDUCATION NEAR VAARTHA UNIT, ALGUNOOR, THIMMAPUR, KARIMNAGAR (Id: C-21566)",0,,92,
SHREE VASUDEVBHAI AND KANTILAL PATEL INSTITUTE OF ENGINEERING 971 (Id: C-48475),0.818181818,,89,
Shree Vedram College of Higher Education (Id: C-56974),41.93333333,,90,
shree Veerabhadreshwar Arts college Tamba (Id: C-55207),36.88888889,,20,
"Shree Veer Balika PG Mahavidyalaya, Jaipur (Id: C-38294)",8.666666667,,230,
Shree Veljibhai Narshibhai Borad Mahila B.C.A. College (Id: C-60550),6.5,,38,
SHREE VENKATESHWARA ARTS AND SCIENCE COEDUCATION COLLEGE (Id: C-61534),7.9375,,0,
SHREE VENKATESHWARA COLLEGE OF PARAMEDICAL SCIENCES  (Id: C-61899),12,,0,
SHREE VENKATESHWARA COLLEGE OF PARAMEDICAL SCIENCES   (Id: C-61515),13.5,,0,
Shree Venkateshwara Hi-Tech Engineering College (Id: C-37087),26.77777778,,166,
SHREE V G SOLANKI COMMERCE COLLEGE DOLASA (Id: C-58588),16.66666667,,0,
Shree Vidya Womens Degree College of Science and Commerce Kalburgi (Id: C-62533),16,,0,
SHREE VIJAY BAHADUR MAHAVIDYALAYA BAKHARIYA  (Id: C-55965),6.666666667,,0,
"SHREE VIJAY STHALI VIDHAYAPEETH MAHILA MAHAVUDAYALAYA, KUMHER (Id: C-56740)",0,,108,
SHREE VINAYAKA INSTITUTE OF TECHNOLOGY (Id: C-53606),0,,71,
"SHREE VINAYAK COLLEGE, SOJAT CITY  (Id: C-60813)",24.81818182,,0,
SHREE VIPUL COLLEGE (Id: C-53145),7.636363636,,90,
"Shree Vivekanand PGDCA Study Center, Shitla (Kalavad) (Id: C-58340)",23.4,,4,
SHREE VIVEK BHARTI B.ED. COLLEGE-BAMANGAM (JUNAGADH) (Id: C-888),25.46666667,,63,
Shree V.M. Sakaria Mahila Arts College (Id: C-7210),16.13333333,,162,
"SHREE V R PATEL ARTS COLLEGE,THARA (Id: C-48497)",6,,119,
SHREE V R PATEL COLLEGE OF COMMERCE MEHSANA (Id: C-6779),6.6,,542,
"Shree V.T. Choksi Suryapur Sanskrit Mahavidyalaya, Surat (Id: C-1104)",7,,71,
Shreeya College of Nursing (Id: C-40394),27.85714286,,39,
"SHREEYASH COLLEGE OF ARTS, COMMERCE and SCIENCE (Id: C-60291)",31.59375,,0,
Shreeyash Institute of Pharmaceutical Education and Research Aurangabad (B. PHARMACY) (Id: C-58534),55.46153846,,23,
"Shreeyash Pratishthan's Shreeyash College of Engineering and Technology , Satara Tanda, Aurangabad. (Id: C-34296)",259.5714286,,215,
"SHREYAS COLLEGE OF NURSING, G.E.ROAD, SUPELA, BHILAI (Id: C-32959)",30.23809524,,0,
SHREY INSTITUE OF NURSING AND ALLIED SCIENCES (Id: C-47891),17.69230769,,51,
"SHRI 108 KALIKAMALIWALE RAMNATHJI CHHATRAHIT KARINEE SANSKRIT PATHASHALA, RISHIKESH (Id: C-47601)",7.416666667,,34,
"SHRI 108 SWAMI SACHCHIDANAND VEDA BHAWAN SANSKRIT MAHAVIDYALAYA, RUDRAPRAYAG (Id: C-47626)",46.78571429,,29,
"SHRI AAIJEE MAHILA MAHAVIDYALAYA, BILARA (Id: C-50852)",154.0434783,,100,
"SHRI AAI JEE MARWAR MAHAVIDHYALAYA, BILARA (Id: C-56877)",,,48,
"Shri Aanand Bodhashram Sanskrit Mahavidyalaya, Tivaripur, Gaddha (Id: C-20229)",36,,22,
"Shri Aatam Ballabh Jain Kanya Mahavidyalaya,Shri Ganganagar (Id: C-25240)",38.66666667,,73,
"Shri Abhimanyu Yadav Mahavidyalaya, Lapri, Jaunpur (Id: C-52412)",81.375,,65,
Shri Adarsh  Arts College (Id: C-58212),274,,209,
"SHRI ADARSH BCA COLLEGE, RADHANPUR (Id: C-45118)",407,,49,
"Shri Adarsh Mahila b.Ed. College, Sikar (Id: C-38819)",5.090909091,,97,
SHRI ADARSH M.Sc.(IT) COLLEGE (Id: C-52662),8.125,,12,
"Shri adarsh Sanskrit Mahavidyalaya, Vazidpur, Pahtiya (Id: C-20097)",51.69230769,,21,
SHRI ADARSH SCIENCE COLLEGE RADHANPUR (Id: C-46576),11.5625,,103,
"Shri Adarsh Shiv Bahadur Sanskrit Mahavidyalaya, Ahorava Bhawani, Shivaratanganj (Id: C-20046)",11.9375,,53,
"Shri Adinath Commerce Evening College, Alwar (Id: C-38801)",27.65909091,,68,
"Shri Agarsen Mahila T.T. College, Hindauncity (Id: C-19416)",13.06666667,,193,
SHRI AGRASEN KANYA SNATAKOTTAR MAHAVIDHYALAYA (Id: C-56276),31.8,,154,
"SHRI AGRASEN MAHILA MAHAVIDHYALAYA,BARI,DHOLPUR  (Id: C-58660)",46.06666667,,0,
Shri Agrasen Mahila Snatkottar Mahavidyalaya Azamgarh (Id: C-16055),28,,268,
"Shri Agrasen Mahila TT College, Dausa (Id: C-38676)",26.3125,,100,
"Shri Agrasen PG College, Dausa (Id: C-38356)",14.94117647,,183,
"Shri Agrasen PG College of Edu., Jaipur (Id: C-38723)",5.615384615,,658,
"Shri Akhandvidhya Aranyak Gurukul B.Ed. College, Valsad (Id: C-46591)",8.034188034,,45,
"Shri Alpesh N. Patel Post Graduate Institute of Science and Research,Anand (Id: C-1169)",46.8,,481,
"Shri Alpeshwar Nath Sanskrit Mahavidyalaya, Janevara, Fatehganj (Id: C-20070)",1,,31,
SHRI AMARDEEP EDU TRUST SANCHALIT BED COLLEGE (Id: C-6731),1.4,,110,
"Shri Ambabai Talim Sanstha, Sanjay Bhokare Group of Institutes, Faculty of Engineering,  Tilak Nagar, Miraj-Sangli Road, Miraj ? 416 414, Dist-Sangli. (Id: C-49105)",51.5,,265,
"Shri Ambabai Talim Sanstha, Sanjay Bhokare Group of Institutes, Faculty of Management,  Tilak Nagar, Miraj-Sangli Road, Miraj ? 416 414, Dist-Sangli. (Id: C-11092)",37.23076923,,24,
SHRI AMBAJI BCA COLLEGE (Id: C-6750),26.75,,6,
"SHRI AMBALAL M.PATEL(Avni Seeds) MAHILA EDUCATION COLLEGE,UNJHA. (Id: C-6896)",29.63636364,,52,
"Shri Ambika Adrash College, Sardar Patelnagar, Badnawar (Id: C-29868)",1,,82,
Shri AmolakJain Vidya Prasarak Mandals College of Pharmaceutical Science and Research Center Kada   (Id: C-63004),7.846153846,,0,
"Shri Amolak Jain Vidya Prasarak Mandal's Smt. Shantabai Kantilal Gandhi Arts, Amolak Science and Panalal Hiralal Gandhi Commerce College, Kada, Ashti (Id: C-34612)",51.6,,164,
"Shri Amrut Mody College of Mass Communication and Journalism, Nadiad (Id: C-55728)",118.4,,0,
"Shri Anand Vidya Prasarak Mandals Sancheti College of Arts, Commerce & Science ,Thergaon,Chinchwad,Pune 33 (Id: C-41426)",341.4285714,,3,
"Shri Anant Smruti Charitable Trust, A-p Kasal, Tal. Kudal, Sindhudurgs Institute of Nursing (B.Sc.), A-p. Gaorai, Tal. Kudal, Dist. Sindhudurg (Id: C-13878)",15.71428571,,29,
Shri Ana Sagar Mahila Shiksha Shastri Mahavidyalaya (Id: C-26651),5.285714286,,13,
Shri Andal Alagar College of Engineering (Id: C-16464),7.090909091,,69,
Shri Angalamman College of Engineering and Technology (Id: C-25051),15.22222222,,37,
"Shri Annasaheb Dange Arts, Commerce  & Science College, HATKANANGALE (Id: C-10998)",19.24137931,,161,
Shri Apex Education Trust Sanchalit B.Ed. College (Id: C-58360),4.870967742,,196,
"SHRI A R BHATT COMPUTER & SCIENCE COLLEGE, UNA (Id: C-768)",12.76,,250,
Shri Arjuna Rama  TT College (Id: C-26544),37,,14,
SHRI ARJUN ARTS & B.S.W.COLLEGE-SUPASI (TA.VERAVAL) (Id: C-870),10.33333333,,325,
SHRI ARJUN B.COM COLLEGE SUPASI (Id: C-58334),35.25,,90,
SHRI ARJUN B.ED. COLLEGE-SUPASI (Id: C-19316),28.33333333,,86,
SHRI ARJUN B.Sc COLLEGE SUPASI (Id: C-58328),13,,90,
SHRI ARJUN MAHAVIDHLAYA ANTELA (Id: C-61794),7.047619048,,0,
SHRI ARJUNRAM MAHAVIDHYALAYA (Id: C-54222),42.625,,0,
"Shri Arjun Ram TT College, Sikar (Id: C-38746)",83.36363636,,75,
SHRI ARJUNRAM YOGA AND PRAKRUTIK CHIKITSA MAHAVIDHYALAYA (Id: C-63637),7,,0,
SHRI ARUNACHALA COLLEGE OF ARTS AND SCIENCE (CO.ED) (Id: C-52920),14.21428571,,0,
"Shri Arya Mahavidyalaya, Kirthal (Id: C-20415)",7.5,,14,
"Shri Asaramji Bhandwaldar Arts, Science & Commerce College, Deogaon Rangari, Kannad. (Id: C-34615)",8.25,,390,
"Shri Atal Bihari Vajpayee Goverment Arts and Commerce College, Indore (Id: C-29873)",21,,2605,
"Shri Aurbindo Institute of Management, Sanwer Road, Indore (Id: C-29651)",13,,0,
Shri Avadh Raj Singh Smarak Mahavidhyalay (Id: C-56920),35.04347826,,80,
SHRI AVER SINGH DESHWAR INSTITUTE OF EDUCATION (Id: C-57189),14.62962963,,100,
"Shri Aye Mata Mahavidyalaya, Sojat City (Id: C-13309)",41.58333333,,59,
"Shri Ayurved Mahavidyalaya, Nagpur (Id: C-14036)",39,,87,
SHRI BABA ANANDESHWAR MAHA VIDHYALAYA (Id: C-59547),24.8,,50,
"Shri Baba Laxmandas College, Kanjoli Line Bharatpur (Id: C-54494)",12.5,,108,
SHRI BABA MASTH NATH INSTITUTE OF EDUCATIONAL TRANING & RESEARCH (Id: C-28261),43,,4,
"Shri Baba Sadhaw Ram Mahavidyalaya,Koinaha,Barsara Khalsa Azamgarh (Id: C-16109)",26.21212121,,75,
"Shri Babasaheb Dhabekar Arts and Commerce College, Risod. (Id: C-42844)",12.85714286,,117,
SHRI BABBOO SINGH MAHAVIDYALAYA KHANNA MAHOBA (Id: C-62563),26.8490566,,0,
"Shri Babubhai G Patel College of Physiotherapy, Anand (Id: C-1206)",10.25,,55,
"Shri Babu Lal Co-education, Alwar (Id: C-38904)",11.05263158,,102,
"Shri Babu Nandan Adarsh Mahavidyalaya, Rampur Bantra, Ghazipur (Id: C-16049)",38.48,,377,
SHRI BABU RAM MAHAVIDYALAY (Id: C-51254),9.8,,324,
SHRI BABURAO PATIL COLLEGE OF ARTS AND SCIENCE COMM ANGAR  TAL.MOHOL DIST-SOLAPUR (Id: C-15699),11.5,,92,
SHRI BABU SINGH JAY SINGH NURSING AND PARAMEDICAL COLLEGE (Id: C-62321),9.545454545,,0,
SHRI BABU SINGH LAW COLLEGE KHANDIYA MAUDARWAJA  (Id: C-57363),32.375,,0,
"Shri Bachchan Singh Mahavidhyalaya, Kadarpur, Mirahchi, Kasganj (Id: C-57666)",5.75,,0,
"Shri Badri Prasad Mahavidyalaya,Aarifpur,Sagari, Azamgarh (Id: C-15949)",19.26666667,,0,
"Shri Badri Prasad Memorial Academy Anu. Mahavidyalay, Janjankala, Kudraha, Basti (Id: C-14166)",6,,105,
"SHRI BAHADUR SINGH MAHAVIDHALAYA, GOLA KUA, PARSOAN,ETAH (Id: C-15530)",5.333333333,,39,
"Shri Bahagwan Homoeopathy College, Aurangabad (Id: C-13903)",7.789473684,,93,
"Shri Baijanath Sanskrit Mahavidyalaya, Bartan Bazar (Id: C-20297)",10.8,,55,
"Shri Bajrang Adarsh Sanskrit Mahavidyalaya, Dardar Ashram, Chandawa, Barwa (Id: C-20344)",3.611111111,,27,
"SHRI BAJRANG COLLEGE OF PHARMACY, BHARATPUR (Id: C-47060)",7.066666667,,17,
"Shri Bajrang Mahavidyalaya Ghanshyampur, Jaunpur (Id: C-16031)",23.2826087,,0,
"Shri BAKEYLAL MEMORIAL MAHAVIDYALAYA, CHANDPUD (Id: C-47302)",196,,403,
shri balabhim arts degree college devar nimbaeagi   (Id: C-61854),39.47619048,,45,
"Shri Balaji Acadamy, Mahmood Bastaur (Id: C-13342)",1.875,,141,
SHRI BALAJI COLLEGE (Id: C-53624),64.64705882,,86,
"Shri Balaji College of Law, Bangalore (Id: C-9860)",158.6666667,,23,
"SHRI BALAJI COLLEGE OF NURSING, CHURU (Id: C-47077)",11.4375,,33,
"SHRI BALAJI COLLEGE OF NURSING, UDAIPUR (Id: C-47216)",20.375,,23,
SHRI BALAJI COLLEGE OF PHARMACEUTICAL SCIENCES (Id: C-63249),17.83333333,,0,
"SHRI BALAJI COLLEGE OF PHARMACY, ALWAR (Id: C-47053)",10.77777778,,13,
"SHRI BALAJI COLLEGE OF PHARMACY, AMLA (Id: C-60044)",8.65625,,0,
"SHRI BALAJI COLLEGE OF PHARMACY, JAIPUR (Id: C-47125)",1.5,,0,
"Shri Balaji College, Sikar (Id: C-38516)",9.444444444,,247,
Shri Balaji Institute of Nursing  (Id: C-54187),8.75,,7,
"Shri Balaji Institute of Technology & Management, Khasra No. 238, Village Gohchi, Tah. & Dist. Betul - 460005 (Id: C-36246)",146.2758621,,172,
"SHRI BALAJI MAHARAJ MAHAVIDYALAYA, DAHELIYA, ETHA (Id: C-47643)",92,,0,
SHRI BALAJI MAHARAJ MAHAVIDYALAYA NAGLA SHARU SASNI MAHAMAYA NAGAR (Id: C-15118),9.35,,14,
"Shri Balaji Mahavidyalaya, Deedwana (Id: C-55000)",20.1,,120,
"SHRI BALAJI MAHAVIDYALAYA, PAKADI, NONIYA, MAHARAJGANJ (Id: C-49434)",9.071428571,,84,
"Shri Balaji PG Mahila College, Dausa (Id: C-38761)",55.25,,62,
"Shri Balaji Shikshan Prasarak Mandal, Ambajogai. College of Compute Science and I.T., Ambajogai. (Id: C-34432)",6.550724638,,34,
"Shri Balaji Shikshan Prasarak Mandal Sanchalit, College of Pharmacy, Ambajogai. (Id: C-34329)",13.04166667,,35,
"Shri Baldev Das Hanumat Sanskrit Mahavidyalaya, Unurukhakuti (Id: C-19971)",87.5,,173,
"Shri Baldev Sahai Sanskrit Mahavidyalaya,  124 Cantt (Id: C-20029)",10.11111111,,24,
SHRI BALRAM SINGH MAHAVIDYALAYA (Id: C-52584),12.88888889,,201,
"Shri Balvant Adarsh Sanskrit Mahavidyalaya, Duganva, Sura Bazar (Id: C-20511)",82.9,,16,
"Shri Bal Vikas TT College, Bharatpur (Id: C-39178)",15,,200,
Shri Balwant Institute of Technology (Id: C-19294),4.390243902,,43,
SHRI BANASKANTHA ANJANA PATEL KELVANI MANDAL SANCHALIT COMMERCE COLLEGE (Id: C-48498),24.75,,166,
SHRI BANASKANTHA KADVA PATIDAR SANSKAR MANDAL BSc COLLEGE (Id: C-50316),96.25,,98,
"Shri Baneshwar College of Education,Burhannagar, Ahmednagar (Id: C-41535)",37.3125,,100,
"Shri Bankatswami Arts & Commerce Mahavidyalaya, Beed. (Id: C-34568)",28.55555556,,139,
SHRI BANKEY BIHARI COLLEGE KAMAN (Id: C-59606),9.266666667,,57,
"Shri Bankey Bihari Kanhiya Lal Mahila TT College, Bharatpur (Id: C-38246)",19.45454545,,87,
"Shri Bankey Bihari Kanyalal Mahila College, Bharatpur (Id: C-38878)",158.6666667,,65,
"Shri Bankey Bihari Mahavidyalaya, Dhaulpur (Id: C-39001)",137,,69,
"Shri Bankey Bihari Mahavidyalaya, Nagar, Bharatpur (Id: C-39028)",32.85714286,,30,
"Shri Banshi Balgopal Mahavidyalaya, Sagra ,Rajupur Ghazipur (Id: C-16051)",9.25,,89,
"SHRI BANSHI DHAR MEMORIAL MAHAVIDYALAYA TUNDLA, FIROZABAD (Id: C-15115)",8.358974359,,100,
"SHRI BARAKHANDI MAHAVIDYALAYA, SHIVGARH, (Id: C-12408)",13,,186,
Shri Barat singh degree college  (Id: C-55237),9.833333333,,0,
SHRI BARDHMAN GIRLS COLLEGE (Id: C-34832),10.85714286,,116,
shri Basaveshwar Arts and Commerce first grade College Hidkal Dam (Id: C-52759),46.90909091,,48,
Shri Basaveshwar Education society's Akkamahadevi Artscollege for women  Bailhongal (Id: C-8700),54.5,,279,
Shri Basaveshwar International Yoga Kendra Kundgol (Id: C-63271),31,,0,
Shri Basudev Dharmavati Shashikala Girl Degree College  (Id: C-56376),8.083333333,,0,
Shri Bavisgam B.Ed.College (Id: C-44277),43.61538462,,49,
SHRI BAYAD KELAVANI MANDAL SANACHALIT BED COLLEGE (Id: C-6652),37.6,,50,
"Shri BBM Mahila PG Mahavi., Jhunjhunun (Id: C-38457)",5.611111111,,127,
"Shri BBM Mahila Shikshak Prashikahan COllege, Jhunjhunun (Id: C-38919)",7.277777778,,75,
"Shri B.D. Todi PG College, Sikar (Id: C-38283)",5.8,,361,
"Shri. Beleshwar Shikshan Prasarak Mandals Beleshwar Institute of Nursing (B.Sc.), Parbhani (Id: C-13956)",17.14285714,,11,
"Shri. Bgagawan Mahaveer Jain Education & Culturel Trusts Jain B.B.A College, C.T.S No. 3872, Vidya Nagar, Hubli. (Id: C-35599)",15.16666667,,35,
"Shri Bhabanas Bharti Education College, Bhopal (Id: C-35198)",15.13333333,,0,
"Shri Bhagavat Mahavidyalaya, Assi (Id: C-20574)",36.58064516,,35,
"Shri Bhagawati Sanskrit Mahavidyalaya, Ratanpur, Kanchanpur (Id: C-20476)",12.69230769,,37,
"Shri Bhaghavan Mahaveer Jain Evening College, Dr. A.N. Krishna Rao Road, Vishveshwar Puram , Banglore-4 (Id: C-21076)",11.82608696,,187,
Shri Bhagirathi Sanskrit Mahavidyalaya (Id: C-53045),3.2,,23,
"Shri Bhagwan College of Pharmacy, N-6, Cidco. (Id: C-34271)",13.16666667,,50,
"SHRI BHAGWAN SHIV MAHAVIDYALAYA,UMMEDPUR ETAH (Id: C-15117)",35.91666667,,179,
"Shri Bhagwan Singh Girls College of Education and Technology, Akbarpur Mod, Shamsabad Road (Id: C-54917)",16.74074074,,91,
SHRI BHAGWAT PRASAD SINGH MEMORIAL B.Ed. COLLEGE (Id: C-59206),15.61538462,,195,
"Shri Bhaikaka Government Arts and Commerce, Sojitra (Id: C-55627)",8.777777778,,39,
"Shri Bhairavnath Nisarg Mandal's College of Education, Parbhani (Id: C-7404)",12.78947368,,0,
"Shri Bhairavnath Shikshan Prasarak Mandals Adhalrao Patil Institute of Management  and Research, At-Po .Landewadi, Chincholi, Tal.Ambegaon, Dist.Pune (Id: C-41668)",25.4,,63,
"Shri Bhaiyaji Pandharipande National Institute of Social Work, Hanuman Nagar, Nagpur (Id: C-18627)",13.6,,90,
"SHRI BHARANI COLLEGE OF NURSING (Inst. Code - 334), SALEM (Id: C-45700)",18,,40,
Shri Bharathi College of Education (Id: C-14604),11,,66,
"Shri Bharti Shikshak Prashikshan Mahavi., Jaipur (Id: C-38453)",14.28571429,,79,
"Shri Bhartiya Adarsh Vidhya Peeth T.T. College, Sardarshahar (Id: C-40658)",1.357142857,,242,
"Shri Bhartiya Vidyapeeth, Kodara, Kaziganv (Id: C-19976)",56.875,,52,
"Shri Bhavanand Sanskrit Mahavidyalaya, Punarjee, Jahanaganj (Id: C-20555)",24.53333333,,88,
"Shri. Bhavan Mahavir Jain Educational & Culture Trust Jain Commerce College,  Vidya Nagar Police Station Back, Hubli (Id: C-35650)",20,,56,
"Shri Bhawanand Balika Mahavidyalaya,Punarji,Jahanganj Azamgarh (Id: C-16150)",155.1,,685,
"Shri Bhawani Niketan Inst. Of Tech. & Management,Jaipur (Id: C-25081)",44.2,,51,
"Shri Bhawani Niketan Law College, Jaipur (Id: C-38572)",11.875,,107,
"Shri Bhawani Niketan Mahila Mahavidyalaya, Jaipur (Id: C-38331)",36.66666667,,704,
"Shri Bhawani Niketan P G Boys College, Jaipur (Id: C-38475)",51.4,,535,
"Shri Bhawani Niketan TT College, Jaipur (Id: C-38592)",28.25,,265,
"SHRI BHAWANI SINGH MAHAVIDHYALAYA, TERI BAGIYA (Id: C-54826)",253,,232,
SHRI B H DAVE COLLEGE OF EDUCATION  SAMI (Id: C-6670),22,,96,
SHRI B. H. GANDHI B.B.A. COLLEGE MODASA (Id: C-6785),67.84210526,,12,
"Shri Bhikhabhai Patel Arts College, Anand (Id: C-1207)",146.25,,79,
"SHRI BHIKHABHAI PATEL INSTITUTE OF P G STUDIES AND RESEARCH IN HUMANITIES, ANAND (Id: C-47252)",25.25,,44,
"Shri Bhiravnathh Shikshan Prasarak Mandals Shri Bhimashankar B.Ed. College, Landewadi, Chincholi, Tal. Ambegaon, Dist. Pune (Id: C-41762)",35.66666667,,37,
"Shri Bholanath Adarsh Sanskrit Mahavidyalaya, Ukani (Id: C-20362)",50.33333333,,33,
"SHRI BHOOP SINGH SMRITI MAHILA MAHAVIDYALAYA BHOOP NAGAR ,MAINPURI (Id: C-15080)",0,,0,
Shri Bhrigu Baba Mahila Mahavidyalaya Dhamupur Ghazipur (Id: C-55653),209,,0,
Shri Bhuj Mercantile Co-Op Bank Charitable Trust Sanchalit Nursing College (Id: C-4112),12.5,,81,
"Shri Bhuvneshwari Maheshwaranand Sanskrit Mahavidyalaya, Jhalokhar (Id: C-20116)",5.777777778,,40,
"Shri Bilweshwar Sanskrit Mahavidyalaya, (Id: C-20489)",12.22580645,,36,
"Shri Binzani City College, Umred road (Id: C-18297)",11,,635,
"Shri Birala Sanskrit Mahavidyalaya, Lalghat (Id: C-19973)",78.07407407,,38,
SHRI BIRENDRA DEEPAK SHIKSHA MAHAVIDYALAY JAMGAON (Id: C-56673),11.35714286,,97,
Shri B. J. Patel Umiya BBA College (Id: C-6070),23.2,,61,
SHRI BKAPKM SANCHALIT A S P BCA PGDCA COLLEGE (Id: C-6837),16.54545455,,12,
SHRI BKKPSM BCA COLLEGE (Id: C-6782),4.571428571,,0,
SHRI BKKP S S GOVINDA EDUCATION COLLEGE (Id: C-6784),11.5,,87,
SHRI B K SOCIAL WORK MAHAVIDHYALAYA DEOLI (Id: C-61683),29.79310345,,0,
Shri B L Indoria Memorial College Of Education  (Id: C-55238),5.888888889,,64,
SHRI B L INDORIA MEMORIAL TEACHER TRAINING COLLEGE (Id: C-59404),9.523809524,,21,
