Institution,tMale,tFemale,Male,Female,Male.1,Female.1,Male.2,Female.2,Male.3,Female.3,Male.4,Female.4,Male.5,Female.5
SCHOOL OF ARCHITECTURE COIMBATORE INSTITUTE OF ENGINEERING AND TECHNOLOGY (Id: C-59056),28,11,,,,,26,10,,,1,1,3,
"""School of Architecture, IPS Academy, Rajendra Nagar, A.B. Road, Indore-452012 "" (Id: C-36222)",27,19,,,,,2,1,,,,,1,
School of Architecture & Planning Campus (Id: C-25073),7,9,2,1,,,4,4,,,,,2,1
"SCHOOL OF ARCHITECTURE, St.PETERS COLLEGE OF ENGINEERING AND TECHNOLOGY (Id: C-60545)",14,26,,,,,3,10,,,,,1,
School of Arts (Id: C-60366),3,2,1,1,,,1,,,1,,,,
School of Basic Science (Id: C-52135),15,6,1,,,,2,,,,,,,
"SCHOOL OF BROADCASTING & COMMUNICATION, MUMBAI (Id: C-31168)",4,11,,,,,,,,,,1,1,1
"SCHOOL OF BUSINESS MANAGEMENT AND TECHNOLOGY, CAMPUS 11TH STONE, NH-91, KHURJA ROAD, BULANDSHAHR Mob. No.8006403200, 8006403201, 8006403205 (Id: C-28726)",20,4,1,,,,4,,,,3,,,
"School of Business Studies, RK University, Rajkot (Id: C-50366)",1,,,,,,,,,,,,,
School of Commerce (Id: C-60365),1,1,,,,1,1,,,,,,,
"School of Communication, Manipal (Id: C-7245)",20,11,,,,,,,,,,,2,1
"""School of Computer and Electronics, IPS Academy, Rajendra Nagar, A.B. Road, Indore-452012 (Id: C-35991)",22,17,,,,,9,5,,,3,2,,1
"School of Computer Science, RK University, Rajkot (Id: C-45103)",3,,,,,,,,,,,,,
School of Design  (Id: C-57923),9,12,,,,,,1,,,3,,,
"School of Diploma Studies, RK University, Rajkot (Id: C-33)",23,5,2,,,,8,1,,,3,,,
School of Engineering (Id: C-9462),64,91,5,9,,,20,31,,,5,9,19,31
SCHOOL OF ENGINEERING (Id: C-60782),7,2,,,,,,,,,,,,
"School of Engineering and Technology, Soldha (Id: C-51014)",62,36,2,,,,5,3,,,1,,,1
"School of Engineering, RK University, Rajkot (Id: C-130)",62,25,,1,,,3,2,,,2,1,4,1
School of Environment and Architecture (Id: C-58655),9,8,,,,,,,,,,,,
"School of Information Sciences, Manipal (Id: C-7241)",20,3,,,,,4,,,,,,2,
School of Interior Design (Id: C-645),13,4,0,,,,2,0,,,1,,0,
"School Of Law, HPU, Regional Centre, Dharamshala (Id: C-16676)",1,5,,,,,,,,,,,,
"School of Management L.N.C.T. Raisen Road, bhopal (Id: C-35288)",10,7,1,,1,,4,1,,,0,,,
"School of Management, Manipal (Id: C-7244)",40,30,,1,,,8,8,1,,,,4,5
"School of Management, RK University, Rajkot (Id: C-101)",6,5,,,,,,,,,1,,,
"School of Management Sciences, Khushipur, Bachhawan, Varanasii (Id: C-13645)",38,9,1,,,,3,1,,,1,1,,
"SCHOOL OF MANAGEMENT SCIENCES, LUCKNOW (Id: C-49465)",60,16,1,1,,,14,1,,,4,2,,
"SCHOOL OF MANAGEMENT SCIENCES, SULTANPUR ROAD (Id: C-12773)",24,10,,,,,2,1,,,5,1,,1
"School of Medical Education,(SME),,Gandhinagar P.O.,  M G University,Kottayam (Id: C-11768)",16,39,2,7,,,6,19,,,,5,6,8
School of Open Learning (Id: C-59840),13,11,,1,,,,,1,,1,,,2
SCHOOL OF PHARMACY (Id: C-60159),4,4,,,,,1,,,,1,,,
School of Pharmacy Chouksey Engineering College Bilaspur. (Id: C-16663),19,17,0,1,,,13,9,,,,,2,
SCHOOL OF PHARMACY(DEGREE) (Id: C-57177),15,6,2,,1,,5,2,,,,1,3,
"School of Pharmacy, RK University, Rajkot (Id: C-355)",26,7,3,,,,2,2,,,1,,2,
"School of Physiotherapy, RK University, Rajkot (Id: C-773)",9,17,,0,,,2,0,,,,,,0
School of Planning (Id: C-53275),2,4,,,,,,1,,,,,,
SCHOOL OF PLANNING AND ARCHTECTURE (Id: C-17029),26,38,4,3,2,,11,18,,,1,2,1,3
"School of Postgraduate Studies, Coimbatore (Id: C-44919)",130,87,10,9,,,108,69,,,,,4,3
"School of Regenerative Medicine, Bangalore (Id: C-7253)",4,7,1,,,,1,,,,,1,,2
"SCHOOL OF REHABILITATION AND SOCIAL SCIENCES, DHENKIKOTE (Id: C-48489)",4,2,2,,,,2,1,,,,,,
School of Science (Id: C-60367),2,1,,1,,,1,,,,,,,
"School of Science, RK University, Rajkot (Id: C-45104)",19,15,1,,,,2,1,,,,0,,
"School of Social Work, Roshni Nilaya, Mangalore (Id: C-16863)",5,25,1,,,,3,22,,,,1,2,16
School of Tropical Medicine (Id: C-16455),2,3,,,,,,,,,,,,
SCI COMPUTER (Id: C-53811),2,4,,,,,,2,,,,1,,
"SCIENCE AND COMMERCE COLLEGE,SATLASNA (Id: C-56456)",6,6,,1,,,2,3,,,,,,
SCIENCE COLLEGE ANDROKHA (Id: C-51932),5,2,2,,,,1,2,,,,,,
"SCIENCE COLLEGE, DHANERA (Id: C-50315)",7,6,3,,,,2,2,,,,,,
"Science College, Gudari (Id: C-39396)",6,,,,,,6,,,,,,,
"Science College, Hinjilicut (Id: C-39359)",31,25,1,2,3,,5,2,,,,,1,
"Science College, Kokrajhar (Id: C-17353)",24,24,,1,6,10,13,5,,,3,2,1,3
"Science College, Konkorada (Id: C-39444)",14,3,1,,,,5,,,,,,,
"Science College, Malkapur, (Id: C-43210)",11,1,2,,,,,,,,,,2,
"Science College, Nanded (Id: C-7376)",43,21,12,3,1,,11,1,1,,,4,12,3
"Science College, Pavni (Id: C-18600)",11,,3,,1,,4,,,,,,3,
"Science College, Risod. (Id: C-43082)",9,,2,,,,3,,,,,,2,
"SCIENCE COLLEGE, TARSADI, KOSAMBA (R.S.) (Id: C-58249)",1,5,,,,2,1,1,,,,,,
science college vadali (Id: C-60371),3,2,,,,,2,,,,,,,
"Science & Home Science College,Chandur Bazar (Id: C-42897)",9,7,,,,,8,6,,,,,,
SCIENT INSTITUTE OF PHARMACY (Id: C-59587),16,29,3,2,1,,6,18,,,,1,1,
Scient Institute of Technology (Id: C-19898),71,24,16,1,2,1,29,12,,,1,,1,
S.C.I.M.Govt.Degree College (Id: C-24205),19,13,3,2,,,12,5,1,,,,1,2
"S.C.M.S. School of Engineering Technology, Vidyanagar, Palisserry, Karukutty P.O., Ernakulam- 683 582 (Id: C-11658)",49,104,,,,,,,,,,1,18,40
"SCMS School of Technology & Management, Muttom, Aluva (Id: C-11633)",10,32,,1,,,2,6,,,,,2,11
"S.C.Mutha Aryangla Vaidyak College, Satara (Id: C-13745)",22,14,3,1,,,4,1,,,1,,1,1
"S.C. Nandimath Law College, Bagalkot (Id: C-9811)",5,4,,,,,3,2,,,1,,,
SCNR Govt.Degree College (Id: C-30283),20,4,5,1,,,8,1,,,1,,1,
"Scope College, Bhopal (Id: C-35098)",6,7,,,,,1,3,,,,,,
"""Scope College of Engineering, NH-12, Hoshangabad Road, Village Bhaironpur, Misrod Bhopal.-462026"" (Id: C-36055)",77,43,1,1,1,1,18,4,,,2,,,
"Scope College of Nursing Institute, Doomar Talab (Id: C-50875)",2,13,,3,,1,1,5,,,,,1,3
"Scott Christian College, Nagercoil - 629 003 (Id: C-41189)",71,108,,1,,,1,,,,,,71,108
Scottish Church College (Id: C-11964),39,58,,1,,,2,,,,,,4,6
SCPM AYURVEDIC MEDICAL COLLEGE AND HOSPITAL (Id: C-59319),28,13,,,,,2,,,,,,,
"SCS (Auto) College, Puri (Id: C-39684)",40,29,1,2,,1,4,,2,,,2,,
SCS College of Nursing (Id: C-40083),4,24,,,,,,,,,,2,2,10
"S C S College of Pharmacy, Davangere (Id: C-40458)",25,12,,,,,1,,,,,,,
SCSES Dhavantari Ayurvedic Medical College (Id: C-40194),19,9,,,,,,,,,,,,
SCSES Shiva Basavajyothi Homoeopathic Medical College (Id: C-40179),25,13,,,,,,,,,2,2,,
"SCT College of Education, Vignananagar, Kaggadasapura Main Road, Thippasandra, Bangalore -75 (Id: C-21207)",3,8,2,1,,,,,,,,,,1
"S C VIDYAVARDHAK SANGHA'S ARTS DEGREE COLLEGE, MUGALKOD (Id: C-9943)",12,1,3,,,,9,1,,,,,1,
"SD Adarsh Sanskrit College, Dohgi, Teh. Bangana, Distt Una (Id: C-11385)",10,3,,,,,,1,,,,,,1
SDAM College Dina Nagar (Id: C-27986),2,82,,,,,,1,,,,,1,22
S.D.A.M COLLEGE SEONI MALWA (Id: C-58237),20,14,7,2,,,7,3,,,,3,,
S. D. Arts & B. R. Commerce College (Id: C-5840),19,7,3,3,2,,2,2,,,,,,
"S.D.AYURVEDIC. MEDICAL COLLEGE & HOSPITAL, RANCHI (Id: C-44393)",31,10,,,,,7,1,,,1,,,
"S.D. Bansal College of Engg., Indore (Id: C-29720)",41,30,2,2,,1,7,2,,,1,,5,2
"S.D. Bansal College of Technology,  Umariya, A.B.Road, Indore (Id: C-29658)",61,42,4,,,,14,7,,,2,,,1
"S.D BHADAWAR DEGREE COLLEGE CHALLESOR,AGRA (Id: C-15252)",27,10,1,2,,,13,2,,,,,,2
"S.D. College, Barnala (Id: C-22224)",34,45,6,1,,,2,1,,,1,,19,15
"S.D. College for Women, Moga (Id: C-31034)",,37,,1,,,,1,,,,,,12
"S.D. College,  Ghaziabad Mob. No.9868112698 (Id: C-28542)",17,27,1,,,,4,2,,,0,,,
"S.D.College, Hoshiarpur (Id: C-29424)",11,26,1,8,,,3,,,,,,3,9
"S.D. College, Kaler (Id: C-12958)",11,,,,,,7,,1,,2,,,
S. D. College - Khajuwala (Id: C-40643),20,8,7,,,1,7,2,,,,,,
S.D. College Muzaffarnagar Mob.No.9412711425. 9897550514 (Id: C-28665),27,52,6,4,,,9,9,,,,3,,
S.D. COLLEGE OF COMMERCE MUZAFFARANAGAR (Id: C-28922),15,14,,,,,2,5,,,1,,1,1
S.D. College of Education (Id: C-54332),12,4,,,,,7,2,,,3,,1,
S.D. COLLEGE OF EDUCATION (Id: C-28034),5,3,1,,,,3,1,,,,,,
S.D. COLLEGE OF EDUCATION (Id: C-28464),8,,,,,,,,,,,,,
"S.D.College of Education, Barnala (Id: C-22143)",2,14,,2,,,,,,,,,,7
S.D. College of Information Technology (Id: C-24108),15,4,,,,,,,,,,,,
"S.D. COLLEGE OF PHARMACY AND VOCATIONAL STUDIES, MUZAFFARNAGAR (Id: C-46086)",12,19,5,8,,,1,5,,,1,2,,1
"S.D College ofPharmacy, Barnala (Id: C-10366)",3,6,,,,,,,,,,,,1
"S.D. College, Panipat. (Id: C-10642)",38,92,3,2,,,3,7,,,,,2,3
"S.D.College, Pariya (Id: C-12874)",1,,,,,,,,,,,,,
"S.D. Degree College, Jakhrawali (Id: C-40629)",5,2,,,,,4,2,,,,,,
"SDF Arts College, Tumsar (Id: C-18370)",2,,,,,,1,,,,,,,
SDGECT VIDYADAYINI COLLEGE OF EDUCATION (Id: C-59937),5,2,,,,,5,2,1,,1,1,,1
"S.D. GIRLS DEGREE COLLEGE BUDANA, MUZAFFARNAGAR (Id: C-28852)",5,19,,,,,3,9,,,,1,,
"S.D.G.S. Degree College (Aided), Hindupur (Id: C-30996)",26,16,2,6,1,,12,6,1,1,3,2,,
"SDGS PG Department of Management, Hindupur (Id: C-31000)",9,3,2,,,,6,1,,,1,1,1,
SDHR Degree College (Id: C-30295),18,3,,,,,6,3,,,2,1,,
"SDHR Degree College, Tirupati (Id: C-27637)",18,29,6,1,1,,4,11,,,,2,,1
S.D. Institute of Education for Girls (Id: C-10719),1,6,,,,,,1,,,,,,1
SD Jain Girl's College (Id: C-16747),11,19,,,1,14,1,,,,1,1,1,15
SDJ International College (Id: C-46590),16,23,,,,,4,1,,,,,,1
"SDJP Mahavidalaya, Dalla Nizampur (Id: C-53191)",13,3,2,,1,,4,2,,,,,,
"S.D. Kanya Mahavidyala, Mansa (Id: C-22223)",,27,,3,,,,,,,,,,10
S.D.KOTAK LAW COLLEGE-AMRELI (Id: C-762),3,2,1,,,,1,1,,,,,,
"S. D. Law College, Katihar (Id: C-29611)",9,,,,,,6,,,,,,,
S.D. Mahila Mahavidyalaya (Id: C-10537),,16,,1,,,,,,,,,,
"S.D. Mahila Mahavidyalaya, Hansi (Id: C-10747)",1,20,,,,,,2,,,,,,
"S.D. Mahila Mahavidyalaya, Narwana (Id: C-10864)",,6,,1,,,,,,,,,,
SDM Ayurvedic Medical College (Id: C-40103),42,36,,,,1,,1,,,,1,2,4
SDM Ayurvedic Medical College (Id: C-40556),44,27,,,,1,8,6,,,1,,2,2
SDM COLLEGE OF BUSINESS MANAGEMENT POST GRADUATE CENTRE FOR MANAGEMENT STUDIES AND RESEARCH (Id: C-50860),3,9,,1,,,2,3,,,,,1,1
"S D M College of Engg. & Technology,  DHARWAD (Id: C-1315)",132,44,7,1,1,1,25,7,1,,4,2,3,3
SDM College of Physiotherapy (Id: C-40518),6,7,,,,,,,,,,1,,
S.D. MEMORIAL COLLEGE OF EDUCATION (Id: C-28119),1,3,,,,,,1,,,,,,
"S. D. Memorial Snatak Mahavidyalaya, Nautan, Deoria (Id: C-14093)",6,1,,,,,,,,,,,,
S.D.Mewat Institute of Engg. & Technology (Id: C-28332),1,,,,,,1,,,,,,,
S.D. Mewat Institute of Technology & management (Id: C-28243),1,,,,,,,,,,,,,
SDM Institute of Ayurveda and Hospital (Id: C-56843),17,31,2,1,,,4,6,,,,,1,3
"SDM Institute of Information Science Heggeri, Hubli. (Id: C-35514)",3,,,,,,1,,,,1,,,
"SDM Institute of Technology, UJIRE (Id: C-1392)",80,28,4,3,6,1,10,6,1,,1,,4,2
"S D M J COLLEGE, M S ROAD, MORENA GAON, BAIPAS CHOURAHA (Id: C-48081)",,2,,,,,,,,,,,,
SDM Medical College (Id: C-40399),205,202,4,8,,1,31,44,,1,11,4,7,13
S.D.M.S.M KALASALA (Id: C-25288),2,85,,3,,1,,20,,,,3,,10
SDM Trust  Ayurvedic Medical College (Id: C-40466),42,15,3,1,,,4,3,,,2,,1,2
"SDM TRUST B.ED COLLEGE,  TERDAL (Id: C-9946)",8,,1,,,,7,,,,1,,1,
"SDM TRUSTS, DANIGOND COLLEGE OF COMMERCE(B.COM) (Id: C-56184)",8,3,1,,,,5,3,,,,,,
"SDMVM College of Agriculture, Georai Tanda, Paithan Road (Id: C-44504)",7,6,,1,,,1,2,,,,,,
"SDMVMs College of Food Technology, Aurangabad  (Id: C-59649)",10,4,2,1,,,6,2,,,,,3,
"SDMY Degree College, Dhoraiya (Id: C-17616)",43,8,2,,1,,37,7,,,3,,,
SDNB VAISHNAV COLLEGE (Id: C-43959),3,263,,29,,,2,161,,,,6,,29
"SDP College for Women, Ludhiana (Id: C-31028)",2,48,,2,,,,4,,,,,,16
S.D.P. College of Teachers Education (Id: C-17256),4,9,,1,,,,1,,,,,,
SDP INSTITUTE OF TECHNOLOGY AND COMPUTER BHOPAL (Id: C-53851),2,2,1,,,,,2,,,,,,
"S.D.P.S. Womens College, Khandwa Road,  Indore (Id: C-29645)",4,6,,,,,,1,,,,,,0
"S.D.R.R. Degree College, Mudigubba (Id: C-30993)",11,6,2,,,,4,2,,,,,,
S.D.S.(Autonomous) College of Arts & Science (Id: C-23866),4,,1,,,,3,,,,,,1,
SDS COLLEGE OF ANIMAL SCIENCES (Id: C-59763),4,2,,,,,,,,,3,1,,
SDS DEGREE COLLEGE (Id: C-55737),8,2,2,,,,3,,,,1,,,
"S.D.S DEGREE COLLEGE,KOSI KHURD MATHURA (Id: C-15275)",37,11,10,,1,,11,4,,,,1,,
S D S EDUCATION INSTITUTE MARTHARA ETAH (Id: C-57968),4,4,,,,,2,1,,,,,,
"S. D. S. Girls (PG) College, Sujangarh (Id: C-40640)",9,15,1,,,,2,,,,1,,,2
S.D.Shethia College of Education (Id: C-4099),5,1,1,,,1,1,,,,,,,
"S.D Signodia College of Arts, Commerce & P.G Centre (Id: C-25859)",11,6,2,1,1,,6,2,,,2,1,2,1
"S.D.S.L. SHARMA MAHAVIDYALAYA, MADAWA, KARCHHANA, (Id: C-12602)",1,,,,,,,,,,,,,
"S.D.S. MAHAVIDYALAYA, ETAH (Id: C-15209)",13,,,,,,7,,,,,,,
"S D SOLANKI BCA COLLEGE, KUSKI (Id: C-47444)",,2,,,,,,,,,,,,
"S.D.S.P. Memorial College for Women, Rayya  (Distt. Amritsar) (Id: C-27929)",,23,,3,,,,5,,,,,,17
"SDS TRC AND RGICD, COLLEGE OF NURSING (Id: C-60865)",4,12,,,,,2,4,,,1,,,2
S.D.T.T.COLLEGE (Id: C-59616),14,2,4,,1,,7,2,,,,,,
SDV COLLEGE OF ARTS AND APPLIED SCIENCE (Id: C-55213),2,26,,,,,1,13,,,,3,,2
"SDVSS'S BBA COLLEGE,  SANKESHWAR (Id: C-10127)",4,3,,,,,3,2,,,,,,
"SDVSS'S BCA COLLEGE,  SANKESHWAR (Id: C-10208)",5,7,2,,,,2,2,,,,,,
"SDVSS'S BSW COLLEGE,  SANKESHWAR (Id: C-10129)",6,4,2,,,,2,1,,,1,1,,
"SDVS'S S S ARTS COLLEGE & TP SCIENCE INSTITUTE ,  SANKESHWAR (Id: C-10072)",16,15,,3,,,12,5,,,1,1,1,
S.D.Women's College (Id: C-40961),7,23,1,,1,8,,,,,,1,1,8
"S.E.A College of  Arts, Science & Commerce, Ekta Nagar, Basavanapura, Virgonagar Post, Bangalore-49 (Id: C-21052)",16,32,3,4,,,12,21,,,2,1,1,1
"SEA College of Education, Ektanagar, Basavanapura Virgo Post, Bangalore -49 (Id: C-20939)",6,,1,,,,4,,,,,,,
"SEA College of Engineering & Technology, BANGALORE (Id: C-1268)",56,56,,,,,,,,,1,2,1,3
Sea College of Nursing (Id: C-40190),2,24,,1,,,,,,,,,,10
SEACOM B.ED. COLLEGE (Id: C-49863),6,5,2,,,,2,1,,,,,,
Seacom Engineering College 206 (Id: C-6298),65,26,,,,,,,,,2,,,
Seacom Management College 214 (Id: C-6293),10,3,,,,,,,,,,,,
Seacom Marine College 235 (Id: C-6196),4,1,,,,,,,,,,,,
"SEA Evening Degree College, Ektanagar, Basavanaupra, Virgonagar Post, Bangalore -49 (Id: C-21194)",8,,1,,,,7,,,,1,,,
"SECAB Institute of Engg. & Technology,  BIJAPUR (Id: C-1397)",79,21,2,2,,,43,10,,,46,8,,1
"SECAB INST., OF BBA/BCA,  COLLEGE, BIJAPUR (Id: C-10018)",8,10,,,,,8,10,,,7,7,,
"Secab's ARS Inamdar Arts, Science & Commerce college for women Bijapur (Id: C-8663)",20,11,,,,,8,9,,,8,7,,
"Secondary Education Society's SBK Arts College, Sakoli (Id: C-18834)",5,1,,,,,,,1,,,,,
Secondary Teacher's Training College (Id: C-5973),2,1,,,,,1,,,,,,,
"SECONDARY TEACHER'S TRAINING COLLEGE, Visnagar, Mahesana (Id: C-6650)",3,3,,,,1,1,,,,,,,
Secondary Training College   3 Mahapalika Marg Mumbai  400 001 (Id: C-33701),2,3,1,,,,0,1,,,,1,,
Secret Heart Girls College for Education And Training (Id: C-57321),15,,5,,,,5,,,,,,,
"SECT College for Prof. Education, NH-12, Hoshangabad Road, Near Misrod, Bhojpur Road, Bhopal (Id: C-35169)",11,11,,,,,2,5,,,1,,,1
"SECT COMPUTERS, SEONI (Id: C-31575)",4,5,1,,,,2,2,,,0,,,
"SECT LEELAWATI INSTITUTE, BALAGHAT (Id: C-31281)",6,5,1,,,,4,2,,,,,1,
"Seelam Pulla Reddy Memorial Degree College, CPS Road, Madhira (Id: C-27344)",18,4,3,,,,8,1,,,1,,,
"Seemaanta M.V, Jharapokharia (Id: C-10941)",30,5,,,3,1,2,2,,,,,,
"Seema Dental College and Hospital,Veerbhadra Road, Rishikesh (Id: C-24702)",42,37,,,,,,,,,2,1,2,
"Seema Memorial B.Ed. College, Parbatsar (Id: C-13085)",7,9,2,4,,,1,2,,,,,,
"Seema Memorial Mahavidyalaya, Parbatsar (Id: C-13017)",4,2,1,,,,,,,,,,,
Seemanchal Minority B.Ed. College Katihar (Id: C-51501),13,3,,,,1,9,2,,,3,1,,1
"Seemanta Engineering College (SEC), Mayurbhanj (Id: C-30106)",71,15,1,1,2,,12,4,,,1,,,
"Seemanta Institute of Pharmaceutical Sciences (SIPS), Jharpokharia, Mayurbhanj (Id: C-30044)",21,2,1,,,,2,1,,,,,,
SEEMANT INSTITUTE OF TECHNOLOGY (Constituent College of Uttarakhand technical University) (Id: C-21319),34,10,4,1,3,1,6,,,,1,,,1
Seema Shiksha Shastri and B.ed College (Id: C-26600),13,3,4,1,,,3,1,,,,,,
"Seemawarti Degree College,Pandey Nagar,Jaitapur,Rupaidiha Bahraich (Id: C-52717)",23,6,,,,,4,1,,,1,,,
"Seeta Rang Charitable Societys Arts, Science & Commerce College for Women, At-Po. Bori B, Tal. Junnar, Dist. Pune 412411 (Id: C-41600)",7,3,,,2,,3,,,,,,,
"Seethalakshmi Achi College for Women, Pallathur (Id: C-28516)",1,62,,16,,,,38,,,,1,,6
"Seethalakshmi Ramaswami College, Tiruchirappalli - 620 002. (Id: C-35889)",,195,,33,,,,131,,1,,4,,2
Sehore College English Pada Sehore (Id: C-35374),,10,,3,,,,5,,,,1,,
SEHRAWAT DEGREE COLLEGE OF EDUCATION (Id: C-28103),12,3,,,,,,,,,,,,
"SEICOM Degree College, Kalikiri (Id: C-27660)",10,5,3,1,,,3,2,,,2,2,,
"SEICOM Degree College, Tirupati (Id: C-27812)",15,7,1,,,,4,3,,,,,,
"SELF FINANCE LAW COLLEGE, DABHOI (Id: C-60063)",1,5,,,,1,1,1,,,,,,
SELF FINANCE SCIENCE COLLEGE DABHOI (Id: C-57810),1,4,,,,2,1,,,,,,,
Selvam College of Physical Education (Id: C-7946),10,2,3,1,,,7,1,,,,,1,
Selvam College of Technology (Id: C-37068),119,57,10,4,,,107,53,,,4,3,5,
Selvam College of Yoga and Research Centre (Id: C-61174),8,7,,,,,6,5,,,,,2,5
Selvamm Arts & Science College (Id: C-9522),81,52,15,6,,,66,45,2,,,,2,
Sembodai Rukmani Varatharajan Engineering College (Id: C-24998),46,22,1,5,,,45,17,,,1,,,
"SEM COLLEGE OF EDUCATION, BUDGAM (Id: C-45980)",9,3,,,,,,,,,9,3,,
"Semiliguda College, Semiliguda (Id: C-39440)",14,10,,,,,,,,,,,,
"Sendhwa Sharirik Shiksha Sansthan, Sendhwa (Id: C-29801)",28,1,4,,2,,10,,,,1,,,
"Sengamala Thayaar Educational Trust Women's College, Mannargudi - 614 001. (Id: C-35824)",7,143,,7,,,6,133,,,,1,,6
SENGHUNDHAR COLLEGE OF PHARMACY (Id: C-58924),7,4,,,,,7,4,,,,,,
Seng Khasi College (Id: C-16324),15,38,,,15,38,,,,,,,15,38
Sengunthar Arts & Science College (Id: C-9505),52,40,,,,,,,,,,,1,
Sengunthar College of Education (Id: C-14812),6,13,1,1,,,4,12,,,,,1,
Sengunthar College of Engineering (Id: C-36945),23,34,,,,,23,34,,,1,,,
Sengunthar Engineering College (Id: C-36966),117,44,4,2,,,113,42,,,2,,,
"Senior Arts College, Gondegaon (Id: C-34434)",4,,,,,,,,,,,,,
SENTHAMARAI COLLEGE OF ARTS & SCIENCE (Id: C-36555),23,31,2,2,,,18,24,,,,1,2,2
SENTHAMIL COLLEGE (Id: C-36512),3,10,1,2,,,,,,,,,,
Senthil College of Education (Id: C-14603),7,6,6,,,,1,5,,,,,,
Senthil College of Education (Id: C-6524),14,4,3,1,,,11,3,,,,,2,
SENTINEL COLLEGE (Id: C-48588),7,8,,,7,8,,,,,,,7,8
Serampore College (Id: C-11907),62,28,1,,1,,1,,,,,,2,
Serampore  Girls'College (Id: C-11984),7,23,2,1,,,,,,,,1,,
"Sericulture college,Chinthamani (Id: C-36458)",18,11,3,2,4,,9,7,,,,1,,
"Sershah Engineering College, Sasaram (Id: C-56062)",31,2,3,,,,15,2,,,3,,,
"Servite Arts and Science College for Women, Thogaimalai Panchayat, Kaladai Village, Karur Dist. - 621 313 (Id: C-35893)",8,25,5,3,,,3,21,,,,,,10
Servite College of Education for Women (Id: C-15028),11,4,4,2,,,7,2,,,,,3,1
"SERVITE COLLEGE OF NURSING (Inst. Code - 303), NAGAMANAGALAM, TRICHY (Id: C-45747)",,14,,2,,,,12,,,,,,6
"S.E.S College Sreekandapuram,Kannur (Id: C-43878)",12,12,,,,,2,2,,,,1,7,8
"Seshachala College of Pharmacy,Tirupati Puttur (Id: C-27011)",15,8,2,,,,13,8,,,,,,
"Seshachala Degree      College, Puttur Rural (Id: C-27678)",12,3,4,1,,,3,1,,,,,,
"Seshachala Institute of Management Studies, Puttur (Id: C-44596)",11,7,2,1,,,5,2,,,,,,
"Seshachala Institute of Technology,Tirupati (Id: C-26863)",41,9,11,2,1,,19,4,,,1,1,,
"SESHACHALA VENKATA SUBBAIAH COLLEGE (B P Ed), IPPATHANGALE (Id: C-50785)",5,1,2,1,,,,,,,,,2,1
Seshadripuram College Tumakuru (Id: C-58415),6,7,1,,,2,4,2,,,,,,
"Seshadripuram Law College, Bangalore (Id: C-9831)",9,10,,,,,,,,,,,,
Seshaiah College of Nursing Vidyaranyapura (Id: C-44910),3,7,,,,,,,,,,,,
"Seshshayee College of Prof. Studies, Nagda (Id: C-31639)",4,12,1,2,,,,1,,,,1,,
Sesomu Girls College (Id: C-36793),3,6,1,,,,,3,,,,,,
"SES Shivaji Arts & Commerce College, Baad-Karwar. (Id: C-35563)",2,7,,1,,,1,5,,,,,,
"SESs Mahasati Arts, Commerce & Science College, Ulga-Karwar. (Id: C-35575)",6,3,,,,,3,3,,,,,,
"SESs Shivaji Education College, Baad-Karwar. (Id: C-35662)",4,3,1,,,,3,3,,,,,,
"SES WELFARE'S SWAMI VIVEKANADA BCA COLLEGE CHIKKODI ROAD, EXAMBA (Id: C-10200)",,3,,,,,,3,,,,,,1
"SES WS'S MOULANA ABDUL KALAM AZAD BSW COLLEGE, CHIKKODI ROAD,  EXAMBA (Id: C-10171)",5,3,2,,,,3,3,,,,,1,
S.E.T. DEGREE COLLEGE   (Id: C-56180),11,11,1,1,,,6,1,,,1,,,1
S.E.T. Degree Evening College (Id: C-56185),3,3,1,,,,2,1,,,1,,,1
SET EDUCATION (Id: C-54090),2,3,,,,,,2,,,,,,
Seth Anandaram Jaipuria College (Id: C-11873),78,118,9,2,2,,8,2,,,3,4,,
"Seth Badrilal Khandelwal Siksha Mahavidyalaya, Gaurav Path, Utai Road, Durg (Id: C-21708)",3,5,,,,,,,,,1,,,
"SETH BADRI PRASAD SMRATI MAHAVIDYALAYA, KONCH (Id: C-49945)",6,2,,,,,4,2,,,2,,,
Seth Banarasi Dass College of Education (Id: C-10651),2,12,,2,,,1,1,,,,,,2
"Seth Chunilal Amarchand Bohra Law College, Raichur (Id: C-9825)",3,3,1,,1,,,3,,,,,,
"Seth Dharmchand Insttute of Teachers Training, Raisinghnagar (Id: C-40656)",6,11,1,1,,,4,1,,,1,,1,3
"SETH GAGAN DAS SMRITI GIRLS COLLEGE, RATANPUR, (Id: C-12038)",2,6,,,,,1,1,,,,,,
"Seth Gangadhar Shiv Bhagwan Patwari College, Jhunjhunun (Id: C-38488)",8,2,2,,,,4,1,,,,,,
"Seth Ganpat Ram Laxmi Devi College, Dabri (Id: C-36904)",11,,1,,,,4,,,,,,,
"Seth G B Podar PG College, Nawalgarh (Id: C-42785)",35,14,,,,,27,9,,,,,1,
"SETH G L BIHANI S D COLLEGE OF TECH EDUCATION, SRIGANGANAGAR (Id: C-47228)",18,4,,,,,1,1,,,,,,2
Seth G. L. Bihani S.D. Law College (Id: C-36690),10,1,3,,,,4,,,,,,,
Seth G. L. Bihani S. D. (PG) College (Id: C-36696),40,25,1,1,1,,12,7,,,,,3,2
